,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,HTTPS_token,Result
2291,1,2,1,1,1,2,2,1,2
2292,1,2,1,1,1,2,1,1,1
2293,1,2,1,1,1,2,0,1,2
2294,1,2,1,1,1,2,0,1,1
2295,1,2,1,1,1,2,2,1,1
2296,2,2,2,1,2,1,0,2,1
2297,2,2,2,1,2,2,2,2,2
2298,1,2,1,1,1,2,0,1,1
2299,1,2,1,1,1,1,0,1,1
2300,1,2,1,1,1,2,1,1,1
2301,1,2,1,1,1,2,2,1,1
2302,1,2,1,1,1,2,2,1,2
2303,1,2,1,1,1,1,2,1,1
2304,1,1,1,2,1,2,1,1,1
2305,1,2,1,1,1,2,2,1,2
2306,1,2,1,1,1,2,0,1,2
2307,1,1,1,1,1,2,0,1,1
2308,1,1,1,1,1,1,0,1,1
2309,1,2,1,1,1,2,1,1,1
2310,1,2,1,1,1,2,2,1,2
2311,1,2,1,1,1,2,0,1,2
2312,1,2,1,1,1,2,2,1,2
2313,1,2,1,1,1,2,2,1,2
2314,2,2,2,1,2,2,0,2,2
2315,1,2,1,1,1,2,0,1,2
2316,1,2,1,1,1,2,2,1,2
2317,1,2,1,1,1,2,0,1,1
2318,1,2,1,1,1,1,2,1,1
2319,2,2,2,1,2,2,0,2,2
2320,2,2,2,1,2,2,0,2,2
2321,1,2,1,2,1,2,0,1,2
2322,1,2,1,1,1,2,2,1,2
2323,1,1,1,1,1,2,2,1,2
2324,1,2,1,1,1,2,1,1,1
2325,1,2,1,1,1,2,2,1,2
2326,1,2,1,1,1,2,2,1,2
2327,1,2,1,1,1,2,0,1,1
2328,1,2,1,1,1,2,2,1,2
2329,1,1,1,1,1,2,0,1,1
2330,1,2,1,1,1,2,2,1,2
2331,1,2,1,1,1,2,2,1,2
2332,2,2,2,1,2,2,0,2,2
2333,1,2,1,1,1,1,2,1,1
2334,2,2,2,1,2,2,1,2,1
2335,1,2,1,1,1,2,2,1,2
2336,1,2,1,1,1,1,0,1,1
2337,1,2,1,1,1,2,1,1,1
2338,2,1,2,1,2,2,0,2,2
2339,1,2,1,1,1,2,0,1,2
2340,1,2,1,1,1,2,2,1,1
2341,1,2,1,1,1,2,0,1,1
2342,1,2,1,1,1,2,0,1,1
2343,1,2,1,1,1,2,2,1,2
2344,1,2,1,1,1,2,0,1,2
2345,1,2,1,1,1,2,2,1,2
2346,1,2,1,1,1,2,1,1,1
2347,1,2,1,1,1,2,2,1,1
2348,1,1,1,1,1,2,0,1,1
2349,1,2,1,1,1,2,2,1,2
2350,2,2,2,1,2,2,2,2,2
2351,1,2,1,2,1,2,2,1,1
2352,1,2,1,1,1,2,0,1,2
2353,2,1,2,1,2,2,0,2,2
2354,1,2,1,1,1,2,0,1,2
2355,2,1,2,1,2,2,0,2,1
2356,1,2,1,1,1,2,0,1,1
2357,1,2,1,2,1,2,2,1,1
2358,1,1,1,1,1,2,2,1,1
2359,1,2,1,1,1,2,2,1,1
2360,1,2,1,1,1,2,0,1,2
2361,1,1,1,1,1,1,2,1,1
2362,1,1,1,1,1,2,2,1,1
2363,1,2,1,1,1,1,1,1,1
2364,1,2,1,1,1,2,0,1,2
2365,1,2,1,1,1,2,2,1,2
2366,2,1,2,1,2,2,0,2,2
2367,1,2,1,1,1,2,2,1,1
2368,1,2,1,1,1,2,0,1,1
2369,1,2,1,1,1,2,2,1,2
2370,1,2,1,1,1,2,2,1,2
2371,1,2,1,1,1,2,2,1,2
2372,2,1,2,1,2,2,1,2,2
2373,1,2,1,2,1,2,0,1,2
2374,1,2,1,1,1,2,1,1,1
2375,1,1,1,1,1,2,0,1,2
2376,1,2,1,1,1,2,1,1,2
2377,1,2,1,1,1,2,2,1,2
2378,2,2,2,1,2,1,1,2,1
2379,1,2,1,1,1,2,1,1,1
2380,1,2,1,2,1,2,2,1,1
2381,1,2,1,1,1,1,1,1,1
2382,1,2,1,1,1,2,0,1,1
2383,1,2,1,1,1,2,1,1,1
2384,1,2,1,1,1,1,2,1,1
2385,1,2,1,1,1,2,0,1,1
2386,1,2,1,1,1,2,2,1,2
2387,1,2,1,1,1,2,2,1,2
2388,1,2,1,1,1,2,0,1,2
2389,1,2,1,1,1,2,2,1,1
2390,1,2,1,1,1,2,2,1,2
2391,2,2,2,1,2,2,2,2,1
2392,2,1,2,1,2,2,1,2,1
2393,2,2,2,1,2,2,1,2,1
2394,1,2,1,1,1,2,0,1,1
2395,1,2,1,1,1,2,0,1,2
2396,1,2,1,1,1,2,2,1,2
2397,2,2,2,1,2,1,2,2,1
2398,2,1,2,1,2,2,2,2,2
2399,1,2,1,1,1,2,1,1,1
2400,1,2,1,1,1,2,2,1,1
2401,1,2,1,1,1,2,1,1,1
2402,1,2,1,1,1,2,0,1,2
2403,1,2,1,1,1,2,0,1,2
2404,1,2,1,1,1,2,1,1,1
2405,1,2,1,1,1,2,2,1,1
2406,1,2,1,1,1,2,0,1,2
2407,1,1,1,1,1,2,2,1,1
2408,1,2,1,1,1,1,2,1,1
2409,2,2,2,1,2,2,0,2,2
2410,1,1,1,2,1,2,2,1,1
2411,1,2,1,1,1,2,2,1,2
2412,2,2,2,1,2,2,0,2,2
2413,1,1,1,1,1,1,1,1,1
2414,1,2,1,1,1,2,1,1,2
2415,1,2,1,1,1,2,0,1,1
2416,1,2,1,1,1,1,1,1,1
2417,1,2,1,1,1,2,2,1,1
2418,1,1,1,1,1,2,1,1,1
2419,1,2,1,1,1,2,0,1,1
2420,1,2,1,1,1,2,2,1,2
2421,1,2,1,1,1,2,2,1,2
2422,1,1,1,2,1,2,0,1,1
2423,2,1,2,1,2,2,2,2,1
2424,1,2,1,1,1,2,0,1,2
2425,1,2,1,1,1,2,2,1,2
2426,1,2,1,1,1,1,2,1,1
2427,1,2,1,1,1,2,2,1,2
2428,1,1,1,1,1,2,0,1,2
2429,1,2,1,1,1,2,1,1,1
2430,1,2,1,1,1,2,1,1,1
2431,1,2,1,1,1,2,2,1,2
2432,1,2,1,1,1,2,2,1,2
2433,1,2,1,1,1,2,0,1,2
2434,1,1,1,1,1,1,1,1,1
2435,1,2,1,1,1,2,1,1,1
2436,2,2,2,1,2,2,2,2,1
2437,1,2,1,1,1,2,0,1,2
2438,1,2,1,1,1,2,0,1,1
2439,1,2,1,1,1,2,0,1,2
2440,1,2,1,1,1,2,2,1,2
2441,1,2,1,1,1,2,0,1,2
2442,1,2,1,2,1,2,0,1,2
2443,1,2,1,1,1,2,0,1,1
2444,1,2,1,1,1,2,2,1,2
2445,1,2,1,1,1,2,0,1,1
2446,1,2,1,1,1,2,2,1,1
2447,1,2,1,1,1,1,1,1,1
2448,1,2,1,1,1,2,0,1,2
2449,1,1,1,1,1,1,0,1,1
2450,1,2,1,1,1,2,1,1,1
2451,1,2,1,1,1,2,2,1,2
2452,1,2,1,1,1,2,0,1,1
2453,1,2,1,1,1,2,2,1,2
2454,1,2,1,1,1,2,0,1,2
2455,1,2,1,1,1,2,1,1,1
2456,1,2,1,2,2,2,0,2,2
2457,1,2,1,1,1,2,1,1,1
2458,1,2,1,1,1,2,2,1,1
2459,1,2,1,2,1,2,1,2,2
2460,1,2,2,1,1,2,2,1,1
2461,1,1,1,2,1,2,1,1,2
2462,1,2,1,1,1,2,1,1,2
2463,1,2,1,1,1,2,2,1,2
2464,1,1,2,1,2,2,0,2,2
2465,1,1,1,1,1,2,1,1,1
2466,1,1,1,1,1,2,2,1,1
2467,1,2,2,1,1,2,2,1,1
2468,1,1,2,1,1,2,1,1,1
2469,1,1,1,2,1,2,0,1,2
2470,1,1,1,1,1,2,1,1,1
2471,1,2,1,2,1,2,0,1,2
2472,1,2,1,1,1,2,0,1,1
2473,1,2,2,1,1,2,0,1,1
2474,1,2,1,1,1,2,1,1,1
2475,1,2,1,1,1,2,2,1,2
2476,1,2,1,1,1,2,1,1,1
2477,1,2,2,1,2,2,0,2,2
2478,1,2,1,1,1,2,2,1,2
2479,1,2,1,2,1,2,1,1,2
2480,1,2,2,1,1,2,2,1,1
2481,1,2,1,2,1,2,2,1,2
2482,1,2,1,2,1,2,1,1,2
2483,1,2,1,1,1,2,0,1,1
2484,1,2,2,2,1,2,1,2,1
2485,1,2,1,2,1,2,1,1,2
2486,1,2,1,2,1,2,0,1,2
2487,1,2,1,1,1,2,2,1,1
2488,1,1,1,1,1,2,2,1,1
2489,1,2,1,1,1,2,2,1,1
2490,1,2,2,1,2,2,2,2,1
2491,1,2,1,1,1,2,1,1,2
2492,1,2,1,1,1,2,2,1,1
2493,1,1,1,1,1,2,1,1,1
2494,1,2,2,1,1,2,1,1,1
2495,1,2,1,1,1,2,0,1,2
2496,1,2,1,1,1,2,1,1,2
2497,1,1,1,2,1,2,1,1,1
2498,1,1,1,1,1,1,0,1,1
2499,1,1,1,1,1,2,0,1,2
2500,1,1,2,1,2,2,1,2,2
2501,1,1,1,1,1,2,2,1,1
2502,1,1,1,1,1,1,2,1,1
2503,1,0,2,1,1,2,2,1,1
2504,1,2,2,1,1,2,2,1,1
2505,1,2,2,1,1,2,2,1,1
2506,1,2,2,1,1,2,0,1,1
2507,1,2,1,1,1,1,0,1,1
2508,1,2,1,1,1,2,2,1,1
2509,1,2,1,1,1,1,2,1,1
2510,1,2,1,1,1,2,1,1,1
2511,2,2,2,1,2,2,1,2,1
2512,1,2,2,1,1,2,1,1,2
2513,2,2,2,1,2,1,1,2,1
2514,2,2,2,1,2,2,0,2,1
2515,1,2,1,1,1,1,2,1,1
2516,1,1,1,1,1,1,0,1,1
2517,1,2,1,1,1,2,1,1,2
2518,1,1,1,1,1,2,2,1,1
2519,1,1,1,1,1,2,2,1,1
2520,1,2,1,1,1,2,0,1,1
2521,1,1,1,2,1,2,1,1,2
2522,1,1,1,1,1,1,0,1,1
2523,1,2,2,1,2,1,0,2,1
2524,1,2,1,1,1,1,1,1,1
2525,1,2,1,1,1,2,1,1,2
2526,2,2,2,1,1,2,0,1,2
2527,2,2,1,1,1,2,2,1,2
2528,2,2,1,1,1,2,2,1,1
2529,1,2,1,1,1,2,2,1,2
2530,1,2,1,1,1,2,1,1,1
2531,1,2,2,1,2,1,1,2,1
2532,1,2,1,1,2,1,2,1,1
2533,1,2,1,1,1,2,0,1,1
2534,1,1,1,1,1,2,0,1,2
2535,1,1,2,1,2,1,2,2,1
2536,2,2,2,1,2,2,0,2,2
2537,1,2,1,1,1,2,0,1,1
2538,1,2,1,1,1,2,2,1,2
2539,2,2,2,1,2,1,1,2,1
2540,1,2,1,1,1,2,1,1,1
2541,1,2,1,1,1,2,0,1,1
2542,1,1,1,1,1,2,0,1,1
2543,1,1,1,1,1,2,2,1,2
2544,1,2,1,1,1,2,2,1,1
2545,1,2,1,1,1,2,1,1,1
2546,1,2,1,2,1,2,0,2,2
2547,1,1,1,1,1,1,0,1,1
2548,1,2,1,1,1,2,1,1,1
2549,1,1,1,2,1,1,2,1,1
2550,1,2,1,1,1,2,0,1,2
2551,1,1,1,1,1,2,2,1,2
2552,1,1,1,1,1,2,2,1,1
2553,1,1,1,1,1,2,2,1,2
2554,1,2,1,1,1,2,2,1,1
2555,1,1,1,1,1,1,1,1,1
2556,1,2,1,1,1,1,1,1,1
2557,1,2,1,1,1,2,1,1,1
2558,1,2,1,1,1,1,0,1,1
2559,1,2,1,1,1,2,1,1,1
2560,1,2,1,1,1,2,1,1,1
2561,1,2,1,1,1,2,0,1,2
2562,1,2,1,1,1,2,0,1,2
2563,1,2,1,1,1,2,0,1,1
2564,1,1,1,1,1,2,0,1,1
2565,1,2,1,1,1,2,2,1,2
2566,2,2,2,1,2,2,0,2,1
2567,2,2,2,1,2,2,1,2,2
2568,1,2,1,1,1,1,0,1,1
2569,1,2,1,2,1,2,2,1,2
2570,1,2,1,1,1,1,2,2,1
2571,1,1,1,1,1,2,0,1,1
2572,2,2,2,2,2,2,0,2,2
2573,1,2,1,1,1,2,0,1,2
2574,1,2,1,1,1,2,1,1,1
2575,2,2,1,1,1,1,2,1,1
2576,1,2,1,1,1,2,1,1,2
2577,1,2,1,1,1,2,1,1,2
2578,1,2,1,1,1,2,1,2,2
2579,1,1,1,2,1,2,0,1,1
2580,1,2,1,1,1,2,1,2,2
2581,1,0,2,1,1,2,1,1,1
2582,1,1,1,1,1,1,0,1,1
2583,1,2,1,1,1,2,0,1,1
2584,1,2,1,1,1,2,1,1,2
2585,1,2,1,1,1,2,2,2,1
2586,1,1,1,1,1,2,0,1,1
2587,1,2,1,1,1,2,0,1,2
2588,1,2,1,1,1,2,0,1,2
2589,1,1,1,1,1,2,1,1,1
2590,1,2,1,1,1,2,1,1,2
2591,1,0,2,1,1,2,1,1,1
2592,1,2,1,1,1,2,0,1,2
2593,1,2,1,1,1,2,0,2,2
2594,1,2,1,1,1,2,1,1,2
2595,1,2,1,1,1,2,0,1,1
2596,1,2,1,1,1,2,1,1,2
2597,1,2,1,1,1,2,1,1,1
2598,1,2,1,1,1,2,0,1,1
2599,1,2,1,1,1,2,0,1,1
2600,1,2,1,1,1,2,1,1,1
2601,2,2,2,1,2,2,0,2,2
2602,1,2,1,1,1,2,0,1,1
2603,1,1,1,1,1,2,2,1,1
2604,1,2,1,2,1,2,2,1,1
2605,1,2,1,1,1,2,2,1,1
2606,1,2,1,2,1,2,2,1,2
2607,2,2,1,1,1,2,2,1,1
2608,1,2,1,2,1,2,0,2,2
2609,2,2,2,1,2,1,2,1,1
2610,1,2,1,1,1,2,2,1,1
2611,1,2,1,1,1,2,0,2,2
2612,1,2,1,1,1,1,2,1,1
2613,1,2,1,1,1,2,2,1,2
2614,1,2,1,2,1,2,2,1,2
2615,1,1,1,2,1,2,2,1,2
2616,1,2,1,2,1,2,0,1,2
2617,1,2,1,2,1,2,2,1,2
2618,1,2,1,2,1,2,2,1,2
2619,1,1,1,1,1,1,2,2,1
2620,1,2,1,1,1,2,0,1,2
2621,1,1,1,2,1,2,0,1,2
2622,1,2,1,1,1,2,0,1,1
2623,1,2,1,1,1,2,0,1,1
2624,1,2,1,1,1,2,1,1,1
2625,1,2,1,1,1,2,0,2,1
2626,1,2,1,1,1,2,1,1,1
2627,1,2,1,1,1,1,1,2,1
2628,1,2,1,1,1,2,0,2,1
2629,1,2,1,1,1,1,2,1,1
2630,1,1,1,1,1,2,2,1,1
2631,1,2,1,1,1,2,0,1,1
2632,1,2,1,1,1,2,2,1,1
2633,1,2,1,1,1,2,0,1,1
2634,1,1,1,1,1,1,2,1,1
2635,1,2,1,1,1,2,0,1,1
2636,1,2,1,1,1,2,0,1,1
2637,1,1,1,2,1,2,2,1,1
2638,1,2,1,1,1,2,2,1,2
2639,1,2,1,1,1,2,1,1,1
2640,1,2,1,1,1,2,0,1,1
2641,1,2,1,1,1,2,2,1,2
2642,1,2,1,1,1,1,0,1,1
2643,1,1,1,1,1,1,2,1,1
2644,1,0,1,1,1,2,2,2,2
2645,1,2,1,1,1,2,2,1,2
2646,1,2,1,1,1,2,0,1,2
2647,1,1,1,1,1,2,0,1,2
2648,2,1,1,1,2,2,2,2,2
2649,1,2,1,1,2,2,0,1,2
2650,1,0,2,1,1,2,2,1,2
2651,2,1,2,1,2,2,2,2,1
2652,1,1,1,1,1,1,0,1,1
2653,1,2,1,1,1,2,2,1,2
2654,1,2,1,1,1,2,0,1,2
2655,1,1,1,1,1,2,0,1,2
2656,1,2,1,1,1,2,2,1,1
2657,1,2,1,1,1,2,1,1,1
2658,1,2,1,2,1,2,2,1,2
2659,1,2,1,1,1,1,2,1,1
2660,1,2,1,1,1,2,0,1,2
2661,1,2,1,1,1,2,1,1,1
2662,1,2,1,1,1,2,2,1,2
2663,1,2,1,1,1,2,1,1,2
2664,1,2,1,1,1,2,1,1,1
2665,1,2,1,1,1,2,2,1,1
2666,1,2,1,1,1,2,1,1,1
2667,1,2,1,1,1,2,1,1,1
2668,1,2,1,1,1,2,1,1,2
2669,1,1,1,2,1,2,1,1,2
2670,1,2,1,1,1,2,0,1,2
2671,1,2,1,1,1,2,1,1,2
2672,1,2,1,1,1,2,0,1,2
2673,1,2,1,1,1,2,0,1,1
2674,2,1,2,1,2,1,1,2,1
2675,1,2,1,1,1,2,2,1,1
2676,1,2,1,1,1,2,2,1,1
2677,1,1,2,1,1,1,2,2,1
2678,1,2,1,1,1,2,1,1,2
2679,1,2,1,1,1,2,1,1,1
2680,1,2,1,1,1,1,1,1,1
2681,1,2,1,1,1,2,2,1,1
2682,1,1,1,1,1,1,1,1,1
2683,1,2,1,1,1,2,1,1,1
2684,2,2,2,1,2,2,2,2,1
2685,1,2,1,1,1,2,0,1,1
2686,2,2,2,1,2,2,2,2,2
2687,1,2,1,1,1,2,2,1,2
2688,1,1,1,1,1,1,0,1,1
2689,1,2,1,1,1,2,2,1,1
2690,1,2,1,2,1,2,2,1,2
2691,1,2,1,1,1,2,1,1,1
2692,2,2,2,1,2,2,0,2,1
2693,1,2,1,1,1,2,2,1,2
2694,2,1,2,2,2,2,2,2,2
2695,1,1,1,1,2,2,2,2,1
2696,1,2,1,1,1,2,0,1,1
2697,1,2,1,1,1,1,2,1,1
2698,1,2,1,2,1,2,0,1,2
2699,1,2,1,1,1,1,0,1,1
2700,1,2,1,1,1,2,1,1,1
2701,1,2,1,1,1,2,2,1,1
2702,1,2,1,1,1,1,1,1,1
2703,1,2,1,1,1,2,2,1,2
2704,1,1,1,1,1,1,0,1,1
2705,1,2,1,1,1,2,2,1,2
2706,1,2,1,1,1,2,0,2,1
2707,1,0,2,1,1,2,1,2,1
2708,1,2,1,1,1,2,2,1,2
2709,1,1,1,1,1,1,2,1,1
2710,1,2,1,1,1,2,1,1,1
2711,2,2,2,1,2,2,0,2,2
2712,1,2,1,1,1,2,0,1,2
2713,1,2,1,1,1,2,2,1,2
2714,1,2,1,1,1,2,2,1,2
2715,1,1,1,1,1,2,1,1,1
2716,2,1,2,1,2,2,0,2,2
2717,1,2,1,1,1,1,1,1,1
2718,1,2,1,1,1,2,0,1,1
2719,1,2,1,1,1,2,0,1,1
2720,1,1,1,1,1,2,1,1,2
2721,1,2,1,1,1,1,0,1,1
2722,1,1,1,1,1,2,2,1,1
2723,2,2,2,1,2,2,1,2,1
2724,2,1,2,1,2,2,1,2,2
2725,1,2,1,1,1,1,0,1,1
2726,1,2,1,1,1,2,2,1,1
2727,1,2,1,1,1,2,2,1,1
2728,1,2,1,2,1,2,0,1,2
2729,1,2,1,1,1,2,2,1,1
2730,1,2,1,1,1,2,1,1,2
2731,1,1,1,1,1,2,0,1,1
2732,1,2,1,1,1,2,1,1,2
2733,1,2,1,1,1,2,1,1,1
2734,1,1,1,1,1,2,2,1,1
2735,1,2,1,2,1,2,1,1,2
2736,1,2,1,1,1,2,1,1,2
2737,1,2,1,1,1,2,1,1,1
2738,1,2,1,1,1,2,0,1,1
2739,1,2,1,2,1,2,2,1,2
2740,1,2,1,1,1,2,0,1,1
2741,1,2,1,1,1,1,1,1,1
2742,1,2,1,1,1,2,1,2,1
2743,1,2,1,1,1,2,2,1,1
2744,1,2,1,1,1,2,0,1,2
2745,2,2,2,1,2,2,2,2,2
2746,1,2,1,1,1,2,1,1,1
2747,1,2,1,1,1,1,2,1,1
2748,1,2,1,1,1,2,2,1,2
2749,1,2,1,1,1,2,2,1,2
2750,1,1,1,1,1,1,1,1,1
2751,1,2,1,1,1,2,0,1,2
2752,1,2,1,1,1,1,0,1,1
2753,1,2,1,1,1,1,0,1,1
2754,1,2,1,2,1,2,2,1,1
2755,1,2,1,1,1,2,0,1,1
2756,1,2,1,1,1,2,0,1,1
2757,1,2,1,1,1,2,0,1,1
2758,2,1,2,1,2,2,2,2,1
2759,1,2,1,1,1,2,2,1,1
2760,1,1,1,2,1,2,1,2,1
2761,1,2,1,1,1,2,2,1,2
2762,1,1,1,2,1,2,2,1,2
2763,1,2,1,2,1,2,0,1,2
2764,1,2,1,1,1,2,2,1,1
2765,2,1,2,2,2,2,0,2,2
2766,1,2,1,1,1,2,2,1,2
2767,1,2,1,1,1,2,0,1,1
2768,1,2,1,1,1,2,2,1,2
2769,1,1,1,1,1,2,2,1,2
2770,1,2,1,1,1,2,0,1,2
2771,1,2,1,1,1,1,0,1,1
2772,1,2,1,1,1,2,1,1,1
2773,1,1,1,1,2,1,1,1,1
2774,1,2,1,1,1,2,0,1,2
2775,1,2,1,2,1,1,1,1,1
2776,1,1,1,1,1,2,0,1,1
2777,1,2,1,1,1,2,2,2,2
2778,1,2,1,1,1,2,1,1,2
2779,1,2,1,1,1,2,1,1,1
2780,1,2,1,1,1,2,2,1,2
2781,1,2,1,1,1,1,1,1,1
2782,1,2,1,1,1,2,0,1,1
2783,2,1,2,1,2,2,1,2,2
2784,1,2,1,1,1,1,1,1,1
2785,1,2,1,2,1,2,0,1,2
2786,1,2,1,1,1,2,2,1,2
2787,2,2,2,1,2,2,0,2,1
2788,1,2,1,1,1,2,0,1,2
2789,1,2,1,1,1,2,2,1,1
2790,1,2,1,1,2,2,1,1,1
2791,1,2,1,1,2,2,1,1,1
2792,1,1,1,1,1,1,1,1,1
2793,1,2,1,1,1,1,0,1,1
2794,1,2,1,1,1,2,2,1,1
2795,1,2,1,2,1,1,2,1,1
2796,1,1,1,1,1,2,2,1,2
2797,1,2,1,1,1,2,2,1,2
2798,1,1,1,1,1,1,2,1,1
2799,1,2,1,1,2,2,2,1,2
2800,1,2,1,1,1,2,0,1,2
2801,1,2,1,1,1,2,2,1,2
2802,2,2,2,1,1,2,0,2,2
2803,1,1,1,2,1,2,0,1,2
2804,1,2,1,1,1,2,1,1,2
2805,1,2,1,1,1,2,2,1,2
2806,1,2,1,1,2,2,2,1,1
2807,1,1,1,1,1,2,0,1,1
2808,1,2,1,1,1,2,2,1,1
2809,1,1,1,1,1,2,1,1,1
2810,1,1,1,1,1,2,0,1,1
2811,1,2,1,1,1,1,2,1,1
2812,1,2,1,1,1,2,1,1,1
2813,1,2,1,1,1,1,1,1,1
2814,1,1,1,1,1,2,1,1,1
2815,1,2,1,1,1,2,0,1,1
2816,1,1,1,2,1,2,1,1,2
2817,1,2,1,1,1,2,1,1,2
2818,1,2,1,1,1,2,1,1,2
2819,1,2,1,1,1,1,1,1,1
2820,1,2,1,2,1,2,1,1,1
2821,2,2,2,1,2,2,0,2,1
2822,1,2,1,1,1,1,0,1,1
2823,1,2,1,1,1,2,2,1,1
2824,1,2,1,1,1,2,2,1,1
2825,2,2,2,2,2,2,1,2,2
2826,1,2,1,2,1,2,2,1,1
2827,1,2,1,1,2,2,1,1,2
2828,1,2,1,1,1,2,0,1,2
2829,1,2,1,1,1,1,2,1,1
2830,1,2,1,1,1,2,1,1,2
2831,1,2,1,1,1,2,0,1,1
2832,2,1,2,1,2,2,1,2,1
2833,1,2,1,1,1,2,1,1,2
2834,1,1,1,1,1,2,1,1,2
2835,1,2,1,2,1,2,0,1,2
2836,1,2,1,1,2,2,1,1,1
2837,2,2,2,1,2,2,0,2,1
2838,1,2,1,1,1,2,0,1,1
2839,1,2,1,1,1,2,2,1,1
2840,1,1,1,1,1,2,0,1,1
2841,1,2,1,1,1,2,1,1,1
2842,1,1,2,1,1,1,2,2,1
2843,2,2,2,1,2,1,1,2,1
2844,1,2,1,1,1,2,2,2,2
2845,1,2,1,1,1,2,1,1,2
2846,1,2,1,2,1,2,2,1,1
2847,2,2,2,1,2,2,0,2,2
2848,2,2,2,1,2,2,0,2,1
2849,1,1,1,1,1,2,2,1,1
2850,1,2,1,1,1,2,2,1,2
2851,1,2,1,1,1,1,2,1,1
2852,1,1,1,2,1,2,2,1,1
2853,1,1,1,1,1,2,1,1,1
2854,1,1,1,1,1,1,2,1,1
2855,1,2,1,1,1,2,2,1,1
2856,1,2,1,1,1,1,2,1,1
2857,1,2,1,1,1,2,2,1,2
2858,1,2,1,1,1,1,2,1,1
2859,1,2,1,1,1,2,1,1,1
2860,1,2,1,1,1,2,2,1,2
2861,1,2,1,1,1,2,0,1,1
2862,1,1,1,1,1,2,0,1,2
2863,1,2,1,1,1,2,2,1,1
2864,1,2,1,2,1,2,0,1,2
2865,1,0,1,2,1,2,2,2,2
2866,1,2,1,2,1,2,0,1,2
2867,1,1,1,1,1,2,1,2,1
2868,1,2,1,2,1,2,2,1,2
2869,1,1,1,1,1,2,1,2,1
2870,2,1,2,1,2,2,0,2,1
2871,1,2,1,1,1,2,2,1,1
2872,1,2,1,1,1,2,2,1,1
2873,1,1,1,1,1,2,1,1,1
2874,1,2,1,1,1,2,2,1,1
2875,1,2,1,2,1,2,2,1,2
2876,1,2,1,2,1,2,0,1,2
2877,1,2,1,1,1,1,0,1,1
2878,1,2,1,1,1,2,1,1,1
2879,2,2,2,1,2,1,1,2,1
2880,1,1,1,1,1,2,1,1,1
2881,1,2,1,2,1,2,0,1,2
2882,1,2,1,2,1,2,2,1,2
2883,1,2,1,1,1,1,2,1,1
2884,1,2,1,2,1,2,2,1,2
2885,1,1,1,1,1,2,2,1,2
2886,1,2,1,1,1,2,2,1,2
2887,1,1,1,2,1,2,1,1,1
2888,1,2,1,1,1,2,2,1,2
2889,1,0,1,1,1,2,2,1,1
2890,1,2,1,1,1,2,0,2,2
2891,2,1,2,1,2,2,0,2,2
2892,1,2,1,1,1,2,0,1,2
2893,1,2,1,1,1,2,2,1,1
2894,2,2,2,1,2,2,1,2,1
2895,1,2,1,1,1,2,1,1,1
2896,1,2,1,1,1,2,0,1,2
2897,1,2,1,1,1,2,2,1,2
2898,1,2,1,1,1,2,2,1,2
2899,1,1,1,1,1,2,0,1,2
2900,1,2,1,1,1,2,0,1,2
2901,1,2,1,1,1,2,1,1,1
2902,1,2,1,1,1,2,1,1,2
2903,1,2,1,1,1,2,1,1,1
2904,1,2,1,1,1,1,1,1,1
2905,1,2,1,1,1,2,2,1,1
2906,1,2,1,1,1,2,2,1,1
2907,1,2,1,1,1,2,1,1,1
2908,1,2,1,1,2,2,0,2,2
2909,2,2,2,1,2,2,1,2,1
2910,2,2,2,1,2,2,0,2,1
2911,1,2,1,2,1,2,2,1,2
2912,1,2,1,1,1,2,0,1,2
2913,2,2,2,1,2,2,2,2,1
2914,1,2,1,1,1,2,0,1,2
2915,1,1,1,1,1,1,2,1,1
2916,1,2,1,2,1,2,1,1,1
2917,1,2,1,1,1,2,2,1,1
2918,1,2,1,1,1,2,1,1,1
2919,1,2,1,1,1,2,1,1,1
2920,1,2,1,1,1,2,2,1,1
2921,1,2,1,1,1,2,2,1,2
2922,1,2,1,1,1,2,2,1,1
2923,1,2,1,1,1,2,2,1,1
2924,1,2,1,1,1,1,2,1,1
2925,1,2,1,1,1,2,1,1,1
2926,1,2,1,1,1,2,2,1,2
2927,1,2,1,1,1,2,1,1,1
2928,1,2,1,1,1,2,1,1,1
2929,1,2,1,1,1,2,1,1,2
2930,1,2,1,1,1,2,1,1,1
2931,2,1,2,1,2,1,2,2,1
2932,1,2,1,1,1,2,0,1,2
2933,1,2,1,1,1,2,1,1,2
2934,1,2,1,1,1,2,2,1,2
2935,1,2,1,2,1,2,2,1,2
2936,1,1,1,1,1,2,1,1,1
2937,1,2,1,1,1,2,2,1,2
2938,1,2,1,1,1,2,1,1,1
2939,2,2,2,1,2,2,1,2,1
2940,1,2,1,1,1,2,2,1,2
2941,1,2,1,1,1,2,1,1,2
2942,1,2,1,1,1,2,2,2,1
2943,1,2,1,1,1,2,0,1,2
2944,1,2,1,1,1,2,2,1,1
2945,1,2,1,1,1,2,0,1,2
2946,1,2,1,1,1,2,0,1,2
2947,1,2,1,1,1,2,0,1,1
2948,2,2,2,1,2,2,2,2,2
2949,1,2,1,1,1,1,1,1,1
2950,1,2,1,1,1,1,2,1,1
2951,2,2,2,1,2,2,2,2,1
2952,1,1,1,1,1,2,2,1,2
2953,1,2,1,1,1,2,0,1,1
